ID,title,description,tag,image,path,genre,mood,distributor,branded-vod,k_means,k_genre,GenreType,Language,Local
103,Harry & Meghan: Becoming Royal ,Continue the love story of newlyweds Prince Harry and Meghan Markle in this dramatisation of their pivotal first year of marriage as they try to find the balance between honouring Royal tradition and staying true to their beliefs.,"genre:movie,genre:drama,genre:drama/romance,genre:drama/soap,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4dkndhXK4zGdl6gkvRW5sp/13f7b1442022d0c7f5c5a40f85caa050/Lifetime_HarryMeghanBecomingRoyal_showtile.png.13f7b1442022d0c7f5c5a40f85caa050.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/harry-and-meghan-becoming-royal.html,"movie, drama, romance, soap",diverse,a-e,lifetime,5,0,Thriller,English,0
104,Splinters ,"Explore the intersections of sexual identity, family, and small-town life, in this heartfelt drama about a young woman reassessing her relationship with her mother following the death of her father.","genre:drama/lgbt,genre:drama,genre:movie,mood:all-the-feels,mood:comforting,mood:warm-and-fuzzy,channel:tvnz-online,distributor:outtv,branded-vod:outtv",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/12fTM1AAh1UKzk7debuCTz/0b347a68ccc09fc7800f7655567c489b/Splinters_Coverphoto-1.png.0b347a68ccc09fc7800f7655567c489b.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/splinters.html,"lgbt, drama, movie","all-the-feels, comforting, warm-and-fuzzy",outtv,outtv,5,3,Romance,English,0
105,The Tender Trap ,"The true story of Sharon Armstrong, Kiwi grandmother and public servant, who became the victim of an online romance scam that almost cost her her freedom. Starring Rima Te Wiata. Made with the support of NZ On Air.","genre:movie,genre:drama,genre:new-zealand,genre:sunday-theatre,genre:drama/real-life-stories,genre:closed-captions,channel:tv-one,distributor:greenstone",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/5Txpl1ehix6NrZkomH7TaH/4f14c457fbb75d5f363efdb8a628d517/TheTenderTrap_showtile.png.4f14c457fbb75d5f363efdb8a628d517.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/the-tender-trap.html,"movie, drama, new-zealand, sunday-theatre, real-life-stories, closed-captions",diverse,greenstone,,6,2,Real Life Story,English,1
106,In Dark Places ,"The gripping true story of Teina Pora, an innocent man imprisoned for two decades for a crime he did not commit and an ex-cop's heroic battle to win him his freedom. Made with the support of NZ On Air.","genre:new-zealand,genre:movie,genre:drama,genre:sunday-theatre,genre:closed-captions,genre:te-ao-maori,channel:tv-one,distributor:10000_company",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/1cS2yXb932wXzkVlFCLebZ/170d3010cdd5d612d5655c4ca1edea00/In_Dark_Placesv2_showtile.png.170d3010cdd5d612d5655c4ca1edea00.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/in-dark-places.html,"new-zealand, movie, drama, sunday-theatre, closed-captions, te-ao-maori",diverse,,,6,6,Comedy,English,1
107,Happy End ,"A well-to-do French family living in Calais deals with a series of setbacks and crises, while ignoring the grim conditions of the refugee camps near their home. French with English subtitles.","genre:movie,genre:drama/foreign-language-subtitled,genre:drama,mood:irreverent,mood:dark,mood:quirky,channel:tvnz-online,distributor:rialto,branded-vod:filmstream",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7MXNgqz7sbJkiXNsMo6RVt/b7725a4d675944199de6815ed76cb7ad/Filmstream_HappyEnd_showtile.png.b7725a4d675944199de6815ed76cb7ad.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/happy-end.html,"movie, foreign-language-subtitled, drama","irreverent, dark, quirky",rialto,filmstream,4,1,Drama,French,0
108,A Murder to Remember ,"Javier and Robin celebrate their one-year anniversary on a camping trip. But when Javier ends up dead, Robin finds herself alone in the wilderness, forced to place her life in the hands of a mysterious stranger. Based on Ann Rule's true crime collection Empty Promises.","genre:drama/crime-thriller,genre:drama,genre:movie,genre:drama/real-life-stories,mood:mysterious,mood:suspenseful,mood:psychological,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2VZ16cLDCefHgOGzbWVmpi/ba986f7edd281af66ea939b5138a11be/Lifetime_AMurderToRemember_showtile.png.ba986f7edd281af66ea939b5138a11be.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/a-murder-to-remember.html,"crime-thriller, drama, movie, real-life-stories","mysterious, suspenseful, psychological",a-e,lifetime,2,0,Thriller,English,0
109,The Divine Order ,"In 1971, a young housewife organises the women of her small Swiss town to petition for the right to vote. Swiss German with English subtitles.","genre:drama/comedic,genre:comedy,genre:drama,genre:drama/foreign-language-subtitled,genre:movie,genre:drama/strong-female-lead,mood:all-the-feels,mood:quirky,mood:witty,channel:tvnz-online,distributor:rialto,branded-vod:filmstream",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/53cSdmw4D65R1eM8ApyvGx/24fde11919aee209520c5535f7e9f789/FilmStream_TheDivineOrder_showtile.png.24fde11919aee209520c5535f7e9f789.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/the-divine-order.html,"comedic, comedy, drama, foreign-language-subtitled, movie, strong-female-lead","all-the-feels, quirky, witty",rialto,filmstream,4,1,Drama,German,0
110,The Queen ,"Helen Mirren stars as Queen Elizabeth II, navigating the shocking and unforeseen period following Princess Diana's death.","genre:movie,genre:closed-captions,mood:epic,mood:lavish,mood:thought-provoking,channel:tv-one,distributor:icon",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/1hVE4UvHPftnPiq87WBUGo/3728bdca195eddcf090110e63d237428/The_Queen_showtile.png.3728bdca195eddcf090110e63d237428.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/the-queen.html,"movie, closed-captions","epic, lavish, thought-provoking",icon,,3,5,Action,English,0
111,A Sister's Nightmare ,"Sibling rivalry returns to torment Jane, a young police officer, after her older sister Cass is released from the hospital for the criminally insane. Starring Natasha Henstridge.","genre:drama,genre:movie,mood:dark,mood:mysterious,mood:suspenseful,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/1i188cybPC14P2K6dUr7J0/f83a8a4889c81693441308ee52ce8d64/Lifetime_ASistersNightmare_showtile.jpg.f83a8a4889c81693441308ee52ce8d64.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/a-sister-s-nightmare.html,"drama, movie","dark, mysterious, suspenseful",a-e,lifetime,3,4,Mystery,English,0
112,Return to Zero ,"Based on a true story, a couple mourning the loss of their stillborn child discover that they are pregnant again and must come together to face a turbulent and terrifying pregnancy. Starring Minnie Driver.","genre:movie,genre:drama,genre:drama/real-life-stories,mood:all-the-feels,mood:revealing,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2UCXRitpm7DITjxztI0g3h/7fd70ad7abe6cdb3986636de4277db18/Lifetime_ReturntoZero_showtile.png.7fd70ad7abe6cdb3986636de4277db18.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/return-to-zero.html,"movie, drama, real-life-stories","all-the-feels, revealing",a-e,lifetime,2,2,Real Life Story,English,0
113,A Gang Story ,"Based on the true story of Edmond Vidal and Serge Suttel who formed the notorious Gang des Lyonnais in the 1970s. Now in his 60s, Edmond has left crime behind to focus on family, until Serge comes back into the picture. French with English subtitles.","genre:drama/crime-thriller,genre:drama,genre:drama/foreign-language-subtitled,genre:movie,genre:drama/real-life-stories,mood:epic,mood:thrilling,mood:action-packed,channel:tvnz-online,distributor:rialto,branded-vod:filmstream",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/5MFDWbQtqsk6GQV0sDTVcx/3ca1299e59b148ef6318962adff7ec42/Filmstream_AGangStory_showtile.png.3ca1299e59b148ef6318962adff7ec42.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/a-gang-story.html,"crime-thriller, drama, foreign-language-subtitled, movie, real-life-stories","epic, thrilling, action-packed",rialto,filmstream,2,5,Action,French,0
114,Supernova ,"Fifteen-year-old Meis lives in the back of beyond with her family, in a house that cars often crash into. Despite her grand aspirations she's going nowhere; waiting for the next car to crash into the house. Dutch with English subtitles.","genre:movie,genre:drama/foreign-language-subtitled,genre:drama,mood:quirky,mood:romantic,mood:all-the-feels,channel:tvnz-online,distributor:rialto,branded-vod:filmstream",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7wiMlmtiooxzV9nNpYRmoH/cd5eca4f46ba502bdd1724711f81302e/Filmstream_Supernova_showtile.png.cd5eca4f46ba502bdd1724711f81302e.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/supernova.html,"movie, foreign-language-subtitled, drama","quirky, romantic, all-the-feels",rialto,filmstream,4,1,Drama,English,0
115,Victoria Gotti: My Father's Daughter ,"Based on her real life story, go deep into the world of Victoria Gotti as she grew up as the daughter of mob boss John Gotti and all the glamour, glitz and unique hardships that went with it.","genre:drama,genre:movie,genre:drama/real-life-stories,genre:drama/strong-female-lead,mood:all-the-feels,mood:bold,mood:revealing,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/1oIr9nJmFjPMAvIKTFgZmC/a8a424cc41c94590f1b24771aad42d67/Lifetime_VictoriaGottiMyFathersDaughter_showtile.png.a8a424cc41c94590f1b24771aad42d67.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/victoria-gotti-my-fathers-daughter.html,"drama, movie, real-life-stories, strong-female-lead","all-the-feels, bold, revealing",a-e,lifetime,2,2,Real Life Story,English,0
116,Perfect High ,"A star high-school dancer starts using prescription painkillers after an injury sidelines her. Feeling isolated, she is adopted by a popular group and their pill-sharing and 'pharm' parties lead to a life-altering addiction. Inspired by a true story.","genre:drama,genre:movie,genre:drama/real-life-stories,genre:drama/soap,genre:drama/teen,mood:thrilling,mood:revealing,mood:provocative,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/27jPGzcmTtU5j3uGw0ba89/c922890b38d70bef15e60757f60ab180/Lifetime_PerfectHigh_showtile.png.c922890b38d70bef15e60757f60ab180.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/perfect-high.html,"drama, movie, real-life-stories, soap, teen","thrilling, revealing, provocative",a-e,lifetime,2,2,Real Life Story,English,0
117,Insurgent ,"In the Divergent sequel, Beatrice continues the fight against the forces that threaten society, while also confronting her own inner demons. Starring Shailene Woodley.","genre:movie,mood:epic,mood:action-packed,mood:otherworldly,channel:tv2,distributor:lionsgate",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7boPLYMEsdd8AFdtAQrzYP/dfb1ea0966f39bb80901a1494559e3e4/TVNZ2_Insurgent_showtile.png.dfb1ea0966f39bb80901a1494559e3e4.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/insurgent.html,movie,"epic, action-packed, otherworldly",lionsgate,,1,5,Action,English,0
118,A Very Merry Toy Store ,"Connie (Melissa Joan Hart), a young single mum, and Will each run rival small town toy stores, when the big chain toy store has its grand opening right before Christmas. Can they save their businesses, and maybe find love in the process?","genre:movie,genre:christmas,genre:comedy,genre:family,mood:comforting,mood:romantic,mood:all-the-feels,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6oY3SYZvwCDvSZmmVoN39g/0bb597d3182eca0237a6e19308ac4cf6/Lifetime_A_Very_Merry_Toy_Store_showtile.png.0bb597d3182eca0237a6e19308ac4cf6.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/a-very-merry-toy-store.html,"movie, christmas, comedy, family","comforting, romantic, all-the-feels",a-e,lifetime,5,3,Romance,English,0
119,Kidnapped: The Hannah Anderson Story ,"After a teenager is rescued from the man who abducted her and held her prisoner, questions emerge about the nature of their relationship, in this chilling film based on a true story.","genre:movie,genre:drama,mood:dark,mood:suspenseful,mood:investigative,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4MMOOdI5MfhRC5S06nLxiH/8414c13b18ac1bd51b2c438d34f7be39/Kidnapped-the-Hannah-Anderson-Story_showtile.png.8414c13b18ac1bd51b2c438d34f7be39.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/kidnapped-the-hannah-anderson-story.html,"movie, drama","dark, suspenseful, investigative",a-e,lifetime,2,4,Mystery,English,0
120,The Evil Twin ,Emily escapes from an abusive relationship by moving back to her hometown only to discover she has a long-lost twin. But her newfound sister might be a murderer.,"genre:drama/crime-thriller,genre:drama,genre:movie,mood:thrilling,mood:mysterious,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7fEUxuJ5UdcqVcqnYOfshb/8e353da58869a6a18458a2539045f00a/TheEvilTwin_showtile.png.8e353da58869a6a18458a2539045f00a.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/the-evil-twin.html,"crime-thriller, drama, movie","thrilling, mysterious",a-e,lifetime,2,0,Thriller,English,0
121,"Stockholm, Pennsylvania ",Golden Globe winner Saoirse Ronan stars as a young woman who was kidnapped as a child and her strained relationship with her mother (Emmy winner Cynthia Nixon) as she readjusts when she is returned home.,"genre:movie,genre:drama,mood:all-the-feels,mood:dark,mood:psychological,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2VRHVVRsZm85pnPDWInRPx/80e828d36de3428803a03fa1e4c30c01/Lifetime_Stockholm__Pennsylvania_showtile.png.80e828d36de3428803a03fa1e4c30c01.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/stockholm-pennsylvania.html,"movie, drama","all-the-feels, dark, psychological",a-e,lifetime,3,3,Romance,English,0
122,Web of Dreams ,"Based on the fifth novel in V.C. Andrews' Casteel family series. The family mystery is unlocked in the final instalment, following Heaven's mother Leigh as she escapes Farthinggale Manor and falls into the arms of Luke Casteel Senior.","genre:drama,genre:movie,mood:all-the-feels,mood:mysterious,mood:dark,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/39tG836UasUu031IeYXgHj/a14408c9fc88192b4d960e9f3a78c055/Lifetime_VC_Andrews_Web_of_Dreams_showtile.png.a14408c9fc88192b4d960e9f3a78c055.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/web-of-dreams.html,"drama, movie","all-the-feels, mysterious, dark",a-e,lifetime,2,3,Romance,English,0
123,Battlestar Galactica: The Plan ,"Set during the events of the Battlestar Galactica series but from the Cylons' perspective, two versions of the powerful Cylon known as Cavil set out to destroy the human survivors of the attack against the Twelve Colonies.","genre:district,genre:movie,mood:epic,mood:action-packed,channel:tvnz-online,distributor:nbc",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4oRZL26CLIKmAZNvuIDE7G/54917a1b7f0bdf27fef951040feb562b/BattlestarGalacticaThePlan_showtile.png.54917a1b7f0bdf27fef951040feb562b.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/battlestar-galactica-the-plan.html,"district, movie","epic, action-packed",nbc,,1,5,Action,English,0
124,"Mistress, Mercy ",This docu-drama dives beneath the sensational headlines to unravel the truth about a murder case that rocked New Zealand and catapulted teenage dominatrix Renee Chignell and cricket umpire Peter Plumley Walker into the national consciousness. Made with the support of NZ On Air.,"genre:new-zealand,genre:movie,genre:drama,genre:drama/real-life-stories,genre:sunday-theatre,channel:tv-one,distributor:gibson",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/Z1Ra3hxaohfhk1iOBeqIj/3c062a813acb0e5f5d4e83deb48f5d4c/MistressMercy_showtile.png.3c062a813acb0e5f5d4e83deb48f5d4c.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/mistress-mercy.html,"new-zealand, movie, drama, real-life-stories, sunday-theatre",diverse,gibson,,6,2,Real Life Story,English,1
125,If There Be Thorns ,"In the third installment of the Dollanganger Series, siblings Christopher and Cathy are playing happy families when a ghost from their past arrives in their neighbourhood.","genre:movie,genre:drama,genre:drama/crime-thriller,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/AFCqh6tB9nBomEGCKynT6/7d15e0db0799ad4a7f27609aae360eb0/Lifetime_IfThereBeThorns_showtile.png.7d15e0db0799ad4a7f27609aae360eb0.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/if-there-be-thorns.html,"movie, drama, crime-thriller",diverse,a-e,lifetime,1,0,Thriller,English,0
126,Manson's Lost Girls ,"The psychedelic summer of ’69 comes to life in this dramatic glimpse into the bizarre world of Charles Manson, as told through the stories the young women who fell under his demonic spell.","genre:drama,genre:movie,genre:drama/real-life-stories,mood:dark,mood:thrilling,mood:psychological,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/58aUP2ak6SbYhL2uwSUZPt/8fc49d459e08a994e8c1bdacdb587f31/Lifetime_MansonsLostGirls_showtile.png.8fc49d459e08a994e8c1bdacdb587f31.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/manson-s-lost-girls.html,"drama, movie, real-life-stories","dark, thrilling, psychological",a-e,lifetime,2,4,Mystery,English,0
127,He Loves Me ,"Heather Locklear stars as Laura, a woman who is devastated when she discovers her husband is cheating on her, despite having a torrid affair of her own. While she desperately tries to save her marriage, Laura becomes increasingly paranoid and delusional.","genre:drama/crime-thriller,genre:drama,genre:movie,genre:drama/soap,mood:thrilling,mood:romantic,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/15y9avOgLeGTV5NbZxGOFg/9c7f75863ac5f3f7bcb51b2be9725225/Lifetime_HeLovesMe_showtile.png.9c7f75863ac5f3f7bcb51b2be9725225.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/he-loves-me.html,"crime-thriller, drama, movie, soap","thrilling, romantic",a-e,lifetime,1,0,Thriller,English,0
128,Why Does Love ,"The Dance Exponents – Why Does Love? tells the story of the rise and fall and rise of one of New Zealand’s most loved and iconic bands, The Exponents. Made with the support of NZ On Air.","genre:drama,genre:movie,genre:new-zealand,genre:drama/real-life-stories,genre:sunday-theatre,genre:closed-captions,genre:music,channel:tv-one,distributor:greatst",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/iOaaFcMtZ7znMjE79pLVs/3ec8bd18425ec4da4ddf6355bba0b446/WhyDoesLove_showtile.png.3ec8bd18425ec4da4ddf6355bba0b446.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/why-does-love.html,"drama, movie, new-zealand, real-life-stories, sunday-theatre, closed-captions, music",,greatst,,6,2,Real Life Story,English,1
129,A House on Fire ,Debora Green is a brilliant doctor with a genius IQ who appears to be living the American dream. But behind the curtain are a rocky marriage and a drug and alcohol problem that lead to tragedy. Based on the best-selling true crime novel by Ann Rule.,"genre:drama/crime-thriller,genre:drama,genre:movie,genre:drama/real-life-stories,mood:thrilling,mood:psychological,mood:revealing,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2HdF3M9zp1bOblcBASyFOH/7cc068fd06b39abc5bb93b9924875eb5/AHouseOnFire_Showtile.png.7cc068fd06b39abc5bb93b9924875eb5.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/a-house-on-fire.html,"crime-thriller, drama, movie, real-life-stories","thrilling, psychological, revealing",a-e,lifetime,2,0,Thriller,English,0
130,Last Chance for Christmas ,"When an injury puts the reindeer Prancer out of action, Santa's stableman finds himself falling in love with the animal's owner. Starring Hilarie Burton.","genre:drama/romance,genre:christmas,genre:comedy,genre:family,genre:movie,mood:all-the-feels,mood:comforting,mood:warm-and-fuzzy,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2LOs3vOJ4GzCgliwRAU97B/06e48c29e7ebf876aa4997cb0b44fb0a/Lifetime_Last_Chance_For_Christmas_showtile.png.06e48c29e7ebf876aa4997cb0b44fb0a.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/last-chance-for-christmas.html,"romance, christmas, comedy, family, movie","all-the-feels, comforting, warm-and-fuzzy",a-e,lifetime,5,3,Romance,English,0
131,Katy ,"11 year old Katy is a funny, energetic, daredevil oldest sister in a big, blended family. Her life changes in dramatic ways when she suffers an injury and is unable to walk again.","genre:movie,genre:children,genre:kids,channel:tvnz-online,distributor:jetpack",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6vfowWmZyxqpzcOw5KKzn5/ccb90f196d626d5f35648cbcf9f431ef/Katy_showtile.png.ccb90f196d626d5f35648cbcf9f431ef.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/katy.html,"movie, children, kids",diverse,jetpack,,5,6,Comedy,English,0
132,The C Word ,"An adaptation of Lisa Lynch's candid book about her experience with breast cancer, this drama is a defiant, ballsy and surprisingly funny story of life, love and cancer.","genre:movie,genre:drama/british,genre:drama,genre:drama/real-life-stories,genre:closed-captions,mood:bold,mood:all-the-feels,mood:revealing,channel:tvnz-online,distributor:bbc",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6g4iVlmMvZW3WcnEO1kjAX/c51a5b3d948b5f06ad860524991e44d3/The-C-Word_showtile.png.c51a5b3d948b5f06ad860524991e44d3.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/the-c-word.html,"movie, british, drama, real-life-stories, closed-captions","bold, all-the-feels, revealing",bbc,,2,2,Real Life Story,English,0
133,The Guilty ,A suspended police officer assigned to dispatch duty in an emergency call centre enters a race against time when he answers a call from a kidnapped woman. Danish with English subtitles.,"genre:drama/crime-thriller,genre:drama,genre:drama/foreign-language-subtitled,genre:movie,mood:thrilling,mood:mysterious,mood:suspenseful,channel:tvnz-online,distributor:rialto,branded-vod:filmstream",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6kc2Wx2FJ9cuAOxRszPmAy/71383de18d4e9999c33a32d765729ce7/FilmStream_TheGuilty_showtile.png.71383de18d4e9999c33a32d765729ce7.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/the-guilty-movie.html,"crime-thriller, drama, foreign-language-subtitled, movie","thrilling, mysterious, suspenseful",rialto,filmstream,3,0,Thriller,English,0
134,Baby Sellers ,"Inspired by true events, an immigration agent goes undercover to expose a shocking international criminal enterprise of infant trafficking led by a ruthless woman who runs an adoption agency. Starring Emmy-winner Kirstie Alley.","genre:drama/crime-thriller,genre:drama,genre:movie,genre:drama/real-life-stories,mood:revealing,mood:provocative,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/3GfSV4X0xjCyfEvWHNOFNu/4cdbc6011931f3ed6ce8d3cdd6975f0c/BabySellers_showtile.png.4cdbc6011931f3ed6ce8d3cdd6975f0c.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/baby-sellers.html,"crime-thriller, drama, movie, real-life-stories","revealing, provocative",a-e,lifetime,2,0,Thriller,English,0
135,Thale ,"Crime-scene cleaners Leo and Elvis are working deep in the Norwegian woods when they discover a secret passage where they encounter Thale, a beautiful young woman who sings, but does not speak. Norwegian with English subtitles.","genre:drama,genre:drama/foreign-language-subtitled,genre:movie,genre:drama/sci-fi-fantasy,mood:mysterious,mood:thrilling,channel:tvnz-online,distributor:rialto,branded-vod:filmstream",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/3VqUDSwBV2fK9ttgDxrcyt/3c396047650015f8176e373855d69f08/Filmstream_Thale_showtile.png.3c396047650015f8176e373855d69f08.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/thale.html,"drama, foreign-language-subtitled, movie, sci-fi-fantasy","mysterious, thrilling",rialto,filmstream,3,1,Drama,English,0
136,Seeds of Yesterday ,"In the final installment of the Dollanganger Series, the Sheffield family come together for a reunion at the Foxworth estate. The cursed mansion is the source of many secrets and haunting memories for them all.","genre:movie,genre:drama,channel:tvnz-online,distributor:a-e,branded-vod:lifetime",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4RcB7rA7whYOMgRP3HFvj3/569241ab0b9b85645f4aa6320475ddee/Lifetime_SeedsOfYesterday_showtile.png.569241ab0b9b85645f4aa6320475ddee.jpg?width=1200&height=630,/Users/xutingxuan/Desktop/MSc ADS/B3_Personalisation media/Assignment 1/TVNZ/movies/seeds-of-yesterday.html,"movie, drama",diverse,a-e,lifetime,1,4,Mystery,English,0
